,Facility ID,Facility Name,Hospital overall rating
462,050360,MARIN GENERAL HOSPITAL,4
463,050367,NORTHBAY MEDICAL CENTER,3
464,050373,LAC+USC MEDICAL CENTER,1
465,050376,LAC/HARBOR-UCLA MED CENTER,1
466,050378,PACIFICA HOSPITAL OF THE VALLEY,-1
467,050380,GOOD SAMARITAN HOSPITAL,2
468,050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,4
469,050390,HEMET GLOBAL MEDICAL CENTER,1
470,050393,PIH HOSPITAL - DOWNEY,3
471,050394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,4
472,050396,SANTA BARBARA COTTAGE HOSPITAL,4
473,05039F,NH Twenty Nine Palms,-1
474,050407,CHINESE HOSPITAL,4
475,050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,-1
476,050414,MERCY HOSPITAL OF FOLSOM,2
477,050417,SUTTER COAST HOSPITAL,3
478,05041F,Weed ACH (FT Irwin),-1
479,050423,PALO VERDE HOSPITAL,-1
480,050424,SCRIPPS GREEN HOSPITAL,5
481,050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,3
482,050426,WEST ANAHEIM MEDICAL CENTER,3
483,050438,HUNTINGTON HOSPITAL,3
484,050441,STANFORD HEALTH CARE,5
485,050444,MERCY MEDICAL CENTER,2
486,050454,UCSF MEDICAL CENTER,4
487,050455,ADVENTIST HEALTH BAKERSFIELD,3
488,050457,ST MARY'S MEDICAL CENTER,2
489,050464,DOCTORS MEDICAL CENTER,1
490,050468,MEMORIAL HOSPITAL OF GARDENA,3
491,050471,GOOD SAMARITAN HOSPITAL,3
492,050481,WEST HILLS HOSPITAL & MEDICAL CENTER,2
493,050485,LONG BEACH MEMORIAL MEDICAL CENTER,3
494,050488,EDEN MEDICAL CENTER,3
495,050492,CLOVIS COMMUNITY MEDICAL CENTER,2
496,050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,5
497,050498,SUTTER AUBURN FAITH HOSPITAL,5
498,050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,4
499,050506,SIERRA VISTA REGIONAL MEDICAL CENTER,3
500,050510,KAISER FOUNDATION HOSPITAL,-1
501,050512,KAISER FOUNDATION HOSPITAL - FREMONT,-1
502,050515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,-1
503,050516,MERCY SAN JUAN MEDICAL CENTER,2
504,050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,1
505,050523,SUTTER DELTA MEDICAL CENTER,3
506,050526,HUNTINGTON BEACH HOSPITAL,1
507,050528,MEMORIAL HOSPITAL LOS BANOS,2
508,050534,JOHN F KENNEDY MEMORIAL HOSPITAL,2
509,050537,SUTTER DAVIS HOSPITAL,4
510,050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,4
511,050543,COLLEGE HOSPITAL COSTA MESA,-1
512,050546,PORTERVILLE DEVELOPMENTAL CENTER,-1
513,050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,3
514,050551,LOS ALAMITOS MEDICAL CENTER,1
515,050557,MEMORIAL MEDICAL CENTER,3
516,050561,KAISER FOUNDATION HOSPITAL - WEST LA,-1
517,050567,PROVIDENCE MISSION HOSPITAL,4
518,050568,MADERA COMMUNITY HOSPITAL,2
519,050570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,2
520,050573,EISENHOWER MEDICAL CENTER,5
521,050580,LA PALMA INTERCOMMUNITY HOSPITAL,4
522,050581,LAKEWOOD REGIONAL MEDICAL CENTER,3
523,050586,CHINO VALLEY MEDICAL CENTER,4
524,050588,SAN DIMAS COMMUNITY HOSPITAL,4
525,050589,PLACENTIA LINDA HOSPITAL,2
526,050590,METHODIST HOSPITAL OF SACRAMENTO,2
527,050597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,3
528,050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,3
529,050603,MEMORIALCARE SADDLEBACK MEDICAL CENTER,3
530,050604,KAISER FOUNDATION HOSPITAL-SAN JOSE,2
531,050608,ADVENTIST HEALTH DELANO,2
532,050609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,-1
533,050624,HENRY MAYO NEWHALL  HOSPITAL,2
534,050625,CEDARS-SINAI MEDICAL CENTER,5
535,050633,TENET HEALTH CENTRAL TWIN CITIES COMMUNITY HOSP,3
536,050636,PALOMAR MEDICAL CENTER POWAY,4
537,050641,EAST LOS ANGELES DOCTORS HOSPITAL,2
538,050663,LOS ANGELES COMMUNITY HOSPITAL,4
539,050668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,-1
540,050674,KAISER FOUNDATION HOSP SO SACRAMENTO,2
541,050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,-1
542,050678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,3
543,050684,MENIFEE GLOBAL MEDICAL CENTER,2
544,050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",3
545,050689,SAN RAMON REGIONAL MEDICAL CENTER,2
546,050690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,2
547,050696,KECK HOSPITAL OF USC,4
548,050697,PATIENTS' HOSPITAL OF REDDING,-1
549,050701,SOUTHWEST HEALTHCARE SYSTEM,2
550,050704,MISSION COMMUNITY HOSPITAL,5
551,050708,FRESNO SURGICAL HOSPITAL,-1
552,050709,DESERT VALLEY HOSPITAL,4
553,050710,KAISER FOUNDATION HOSPITAL - FRESNO,3
554,050714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,-1
555,050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,-1
556,050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,-1
557,050724,BAKERSFIELD HEART HOSPITAL,4
558,050726,STANISLAUS SURGICAL HOSPITAL,-1
559,050735,WHITTIER HOSPITAL MEDICAL CENTER,5
560,050736,MONTEREY PARK HOSPITAL,2
561,050737,GARFIELD MEDICAL CENTER,3
562,050738,GREATER EL MONTE COMMUNITY HOSPITAL,5
563,050739,CENTINELA HOSPITAL MEDICAL CENTER,4
564,050740,CEDAR-SINAI MARINA DEL REY HOSPITAL,3
565,050742,OLYMPIA MEDICAL CENTER,1
566,050744,ANAHEIM GLOBAL MEDICAL CENTER,1
567,050745,CHAPMAN GLOBAL MEDICAL CENTER,2
568,050746,ORANGE COUNTY GLOBAL MEDICAL CENTER,2
569,050747,COASTAL COMMUNITIES HOSPITAL,1
570,050748,KAISER FOUNDATION HOSPITAL MANTECA,2
571,050755,SHERMAN OAKS HOSPITAL,5
572,050757,ALVARADO HOSPITAL MEDICAL CENTER,4
573,050758,MONTCLAIR HOSPITAL MEDICAL CENTER,2
574,050760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4
575,050761,PROVIDENCE CEDARS SINAI TARZANA MEDICAL CENTER,3
576,050763,"L A DOWNTOWN MEDICAL CENTER, LLC",5
577,050764,SHASTA REGIONAL MEDICAL CENTER,3
578,050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,-1
579,050766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,-1
580,050767,KAISER FOUNDATION HOSPITAL - VACAVILLE,3
581,050769,HOAG ORTHOPEDIC INSTITUTE,-1
582,050770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,2
583,050771,COAST PLAZA HOSPITAL,2
584,050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,3
585,050775,TEMECULA VALLEY HOSPITAL,3
586,050776,COLLEGE MEDICAL CENTER,2
587,050777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2
588,050778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,-1
589,050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",5
590,050780,FOOTHILL REGIONAL MEDICAL CENTER,-1
591,050782,CASA COLINA HOSPITAL,4
592,050783,COLUSA MEDICAL CENTER,2
593,050784,ADVENTIST HEALTH TULARE,-1
594,050785,DOCS SURGICAL HOSPITAL,-1
595,050849,COMMUNITY HOSPITAL LONG BEACH,-1
596,051300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,-1
597,051301,ADVENTIST HEALTH TEHACHAPI VALLEY,-1
598,051302,SOUTHERN INYO HOSPITAL,-1
599,051303,MAMMOTH HOSPITAL,-1
600,051304,JOHN C FREMONT HEALTHCARE DISTRICT,-1
601,051305,MAYERS MEMORIAL HOSPITAL,-1
602,051306,GLENN MEDICAL CENTER,-1
603,051307,CATALINA ISLAND MEDICAL CENTER,-1
604,051308,SURPRISE VALLEY COMMUNITY HOSPITAL,-1
605,051309,JEROLD PHELPS COMMUNITY HOSPITAL,-1
606,051310,ADVENTIST HEALTH HOWARD MEMORIAL,4
607,051311,ORCHARD HOSPITAL,-1
608,051312,MOUNTAINS COMMUNITY HOSPITAL,-1
609,051314,KERN VALLEY HEALTHCARE DISTRICT,-1
610,051315,TRINITY HOSPITAL,-1
611,051316,FAIRCHILD MEDICAL CENTER,1
612,051317,ADVENTIST HEALTH CLEARLAKE,5
613,051318,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,5
614,051319,MERCY MEDICAL CENTER OF MT SHASTA,3
615,051320,BANNER LASSEN MEDICAL CENTER,2
616,051321,HEALDSBURG HOSPITAL,3
617,051323,COLORADO RIVER MEDICAL CENTER,-1
618,051324,NORTHERN INYO HOSPITAL,2
619,051325,MENDOCINO COAST DISTRICT HOSPITAL,2
620,051326,PLUMAS DISTRICT HOSPITAL,-1
621,051327,SENECA DISTRICT HOSPITAL,-1
622,051328,TAHOE FOREST HOSPITAL,2
623,051329,SUTTER LAKESIDE HOSPITAL,4
624,051330,MODOC MEDICAL CENTER,-1
625,051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,4
626,051332,MARK TWAIN MEDICAL CENTER,2
627,051333,RIDGECREST REGIONAL HOSPITAL,-1
628,051334,OJAI VALLEY COMMUNITY HOSPITAL,-1
629,051335,BEAR VALLEY COMMUNITY HOSPITAL,-1
630,051336,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,-1
631,051337,HAZEL HAWKINS MEMORIAL HOSPITAL,-1
632,053300,VALLEY CHILDREN'S HOSPITAL,-1
633,053301,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,-1
634,053302,CHILDREN'S HOSP OF LOS ANGELES,-1
635,053303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,-1
636,053304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,-1
637,053305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,-1
638,053306,CHILDREN'S HOSPITAL AT MISSION,-1
639,053308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,-1
640,053309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,-1
641,053311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,-1
642,054009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,-1
643,054028,GATEWAYS HOSP  MENTAL HEALTH CTR,-1
644,054032,BHC ALHAMBRA HOSP,-1
645,054053,DEL AMO HOSPITAL,-1
646,054055,COLLEGE HOSPITAL,-1
647,054069,AURORA CHARTER OAK,-1
648,054074,ADVENTIST HEALTH VALLEJO,-1
649,054075,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,-1
650,054077,AURORA VISTA DEL MAR HOSPITAL,-1
651,054078,AURORA LAS ENCINAS,-1
652,054087,"BHC SIERRA VISTA HOSPITAL, INC",-1
653,054089,JEWISH HOME & REHAB CENTER,-1
654,054093,LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,-1
655,054095,AURORA SAN DIEGO,-1
656,054096,SUTTER CENTER FOR PSYCHIATRY,-1
657,054104,HERITAGE OAKS HOSPITAL,-1
658,054110,BHC FREMONT HOSPITAL INC,-1
659,054111,CANYON RIDGE HOSPITAL,-1
660,054122,DEPT OF STATE HOSPITALS - NAPA,-1
661,054123,ST JOSEPH'S BEHAVIORAL HEALTH CENTER,-1
662,054124,SEMPERVIRENS,-1
663,054125,SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,-1
664,054130,PACIFIC GROVE HOSPITAL,-1
665,054131,JOHN MUIR BEHAVIORAL HEALTH CENTER,-1
666,054133,DEPT OF STATE HOSPITALS - METROPOLITAN - PSY,-1
667,054135,NEWPORT BAY HOSPITAL,-1
668,054144,UCSF LANGLEY PORTER PSYCHIATRIC HOSPITAL AND CLINICS,-1
669,054145,SHARP MESA VISTA HOSPITAL,-1
670,054146,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,-1
671,054147,JOYCE EISENBERG KEEFER MEDICAL CENTER,-1
672,054148,TARZANA TREATMENT CENTER,-1
673,054149,WILLOW ROCK CENTER,-1
674,054150,KAISER PERMANENTE PSYCHIATRIC HEALTH FACILITY-SANT,-1
675,054151,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",-1
676,054152,SANTA CRUZ COUNTY PSYCHIATRIC HEALTH FACILITY,-1
677,054153,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,-1
678,054154,SAN JOSE BEHAVIORAL HEALTH,-1
679,054155,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL, LLC",-1
680,054157,GLENDORA  HOSPITAL,-1
681,060001,NORTH COLORADO MEDICAL CENTER,2
682,060003,LONGMONT UNITED HOSPITAL,3
683,060004,PLATTE VALLEY MEDICAL CENTER,4
684,060006,MONTROSE REGIONAL HEALTH,4
685,060008,SAN LUIS VALLEY HEALTH,2
686,060009,LUTHERAN MEDICAL CENTER,4
687,060010,POUDRE VALLEY HOSPITAL,5
688,060011,DENVER HEALTH & HOSPITAL AUTHORITY,3
689,060012,"ST MARY CORWIN MED CTR, CENTURA HEALTH",4
690,060013,MERCY REGIONAL MEDICAL CENTER,5
691,060014,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,3
692,060015,CENTURA HEALTH-ST ANTHONY HOSPITAL,4
693,060020,"PARKVIEW MEDICAL CENTER, INC",3
694,060022,UCH-MEMORIAL HEALTH SYSTEM,4
695,060023,ST MARYS MEDICAL CENTER,4
696,060024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,4
697,060027,BOULDER COMMUNITY HEALTH,5
698,060028,SAINT JOSEPH HOSPITAL,5
699,060030,MCKEE MEDICAL CENTER,4
700,060031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,5
701,060032,ROSE MEDICAL CENTER,5
702,060034,HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,3
703,06003F,Evans ACH (FT Carson),-1
704,060044,COLORADO PLAINS MEDICAL CENTER,4
705,060049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,5
706,060054,COMMUNITY HOSPITAL,4
707,060064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,4
708,060065,NORTH SUBURBAN MEDICAL CENTER,3
709,060071,DELTA COUNTY MEMORIAL HOSPITAL,4
710,060075,VALLEY VIEW HOSPITAL ASSOCIATION,4
711,060076,STERLING REGIONAL MEDCENTER,3
712,060096,VAIL HEALTH HOSPITAL,5
713,060100,AURORA SOUTH HOSPITAL AND MEDICAL CENTER,4
714,060103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,3
715,060104,CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,5
716,060107,NATIONAL JEWISH HEALTH,-1
717,060112,SKY RIDGE MEDICAL CENTER,5
718,060113,"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",4
719,060114,PARKER ADVENTIST HOSPITAL,4
720,060116,GOOD SAMARITAN MEDICAL CENTER LLC,4
721,060117,"ANIMAS SURGICAL HOSPITAL, LLC",-1
722,060118,ST ANTHONY SUMMIT MEDICAL CENTER,-1
723,060119,MEDICAL CENTER OF THE ROCKIES,5
724,060124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,-1
725,060125,CASTLE ROCK ADVENTIST HOSPITAL,5
726,060126,BANNER FORT COLLINS MEDICAL CENTER,-1
727,060128,LONGS PEAK HOSPITAL,5
728,060129,UCHEALTH BROOMFIELD HOSPITAL,-1
729,060130,UCHEALTH GRANDVIEW HOSPITAL,-1
730,060131,UCHEALTH GREELEY HOSPITAL,-1
731,060132,UCHEALTH HIGHLANDS RANCH HOSPITAL,3
732,061300,WEISBROD MEMORIAL COUNTY HOSPITAL,-1
733,061301,RIO GRANDE HOSPITAL,-1
734,061302,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,-1
735,061303,EAST MORGAN COUNTY HOSPITAL,3
736,061304,HAXTUN HOSPITAL DISTRICT,-1
737,061305,MELISSA MEMORIAL HOSPITAL,-1
738,061306,LINCOLN HEALTH HOSPITAL,-1
739,061307,RANGELY DISTRICT HOSPITAL,-1
740,061308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,-1
741,061309,WRAY COMMUNITY DISTRICT HOSPITAL,-1
742,061310,SEDGWICK COUNTY MEMORIAL HOSPITAL,-1
743,061311,SOUTHEAST COLORADO HOSPITAL DISTRICT,-1
744,061312,ESTES PARK MEDICAL CENTER,-1
745,061313,KIT CARSON COUNTY MEMORIAL HOSPITAL,-1
746,061314,"MEMORIAL HOSPITAL, THE",-1
747,061315,YUMA DISTRICT HOSPITAL,-1
748,061316,SPANISH PEAKS REGIONAL HEALTH CENTER,-1
749,061317,GRAND RIVER HOSPITAL DISTRICT,-1
750,061318,MIDDLE PARK MEDICAL CENTER,-1
751,061319,ST VINCENT GENERAL HOSPITAL DISTRICT,-1
752,061320,GUNNISON VALLEY HOSPITAL,-1
753,061321,MT SAN RAFAEL HOSPITAL,5
754,061322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,4
755,061323,PROWERS MEDICAL CENTER,-1
756,061324,ASPEN VALLEY HOSPITAL,-1
757,061325,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT,-1
758,061326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,-1
759,061327,SOUTHWEST MEMORIAL HOSPITAL,3
760,061328,PAGOSA SPRINGS MEDICAL CENTER,-1
761,061336,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,1
762,061343,KEEFE MEMORIAL HOSPITAL,-1
763,061344,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,2
764,063301,CHILDREN'S HOSPITAL COLORADO,-1
765,063303,CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,-1
766,064001,COLORADO MENTAL HEALTH INSTITUTE AT PUEBLO-PSYCH,-1
767,064003,COLORADO MENTAL HEALTH INSTITUTE AT FT LOGAN,-1
768,064007,CENTENNIAL PEAKS HOSPITAL,-1
769,064009,CEDAR SPRINGS HOSPITAL,-1
770,064023,"WEST SPRINGS HOSPITAL, INC",-1
771,064024,HIGHLANDS BEHAVIORAL HEALTH SYSTEM,-1
772,064026,PEAK VIEW BEHAVIORAL HEALTH,-1
773,064028,DENVER SPRINGS,-1
774,070002,ST FRANCIS HOSPITAL & MEDICAL CENTER,4
775,070003,DAY KIMBALL HOSPITAL,4
776,070004,SHARON HOSPITAL,5
777,070005,WATERBURY HOSPITAL,3
778,070006,STAMFORD HOSPITAL,5
779,070007,LAWRENCE & MEMORIAL HOSPITAL,3
780,070008,JOHNSON MEMORIAL HOSPITAL,4
781,070010,BRIDGEPORT HOSPITAL,2
782,070011,CHARLOTTE HUNGERFORD HOSPITAL,2
783,070012,ROCKVILLE GENERAL HOSPITAL,2
784,070016,SAINT MARY'S HOSPITAL,3
785,070017,MIDSTATE MEDICAL CENTER,4
786,070018,GREENWICH HOSPITAL ASSOCIATION -,5
787,070020,MIDDLESEX HOSPITAL,3
788,070021,WINDHAM COMMUNITY MEMORIAL HOSPITAL,3
789,070022,YALE-NEW HAVEN HOSPITAL,3
790,070024,WILLIAM W BACKUS HOSPITAL,3
791,070025,HARTFORD HOSPITAL,3
792,070027,MANCHESTER MEMORIAL HOSPITAL,4
793,070028,ST VINCENT'S MEDICAL CENTER,3
794,070029,BRISTOL HOSPITAL,4
795,070031,GRIFFIN HOSPITAL,4
796,070033,DANBURY HOSPITAL,3
797,070034,NORWALK HOSPITAL,3
798,070035,THE HOSPITAL OF CENTRAL CONNECTICUT,4
799,070036,JOHN DEMPSEY HOSPITAL,3
800,070038,THE CONNECTICUT HOSPICE INC.,-1
801,070039,MASONICARE HEALTH CENTER HOSPITAL,-1
802,070040,HEBREW HOME AND HOSPITAL INC,-1
803,073300,CONNECTICUT CHILDRENS MEDICAL CENTER,-1
804,074003,CONNECTICUT VALLEY HOSP,-1
805,074008,NATCHAUG HOSPITAL,-1
806,074011,CONNECTICUT MENTAL HEALTH CENTER,-1
807,074012,SOUTHWEST CONNECTICUT MENTAL HEALTH,-1
808,074014,SILVER HILL HOSPITAL INC,-1
809,074015,ALBERT J SOLNIT CHILDREN'S CENTER - SOUTH CAMPUS,-1
810,080001,CHRISTIANA HOSPITAL,4
811,080003,ST FRANCIS HOSPITAL,2
812,080004,"BAYHEALTH HOSPITAL, KENT CAMPUS",2
813,080006,"TIDALHEALTH NANTICOKE, INC.",3
814,080007,BEEBE MEDICAL CENTER,3
815,080009,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",4
816,083300,"NEMOURS CHILDREN'S HOSPITAL, DELAWARE",-1
817,084001,DELAWARE PSYCHIATRIC CENTER,-1
818,084002,ROCKFORD CENTER,-1
819,084003,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,-1
820,084004,DOVER BEHAVIORAL HEALTH SYSTEM,-1
821,084005,SUN BEHAVIORAL DELAWARE LLC,-1
822,090001,GEORGE WASHINGTON UNIV HOSPITAL,1
823,090003,HOWARD UNIVERSITY HOSPITAL,1
824,090004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3
825,090005,SIBLEY MEMORIAL HOSPITAL,4
826,090008,UNITED MEDICAL CENTER,1
827,090011,MEDSTAR WASHINGTON HOSPITAL CENTER,3
828,093300,CHILDREN'S NATIONAL HOSPITAL,-1
829,094001,ST ELIZABETHS HOSPITAL,-1
830,094004,PSYCHIATRIC INSTITUTE OF WASHINGTON,-1
831,100001,SHANDS JACKSONVILLE,2
832,100002,BETHESDA  HOSPITAL INC,3
833,100006,ORLANDO HEALTH,3
834,100007,ADVENTHEALTH ORLANDO,4
835,100008,BAPTIST HOSPITAL OF MIAMI,3
836,100012,LEE MEMORIAL HOSPITAL,4
837,100014,ADVENTHEALTH NEW SMYRNA BEACH,4
838,100017,HALIFAX HEALTH MEDICAL CENTER,1
839,100018,NAPLES COMMUNITY HOSPITAL,4
840,100019,HOLMES REGIONAL MEDICAL CENTER,3
841,100022,JACKSON HEALTH SYSTEM,1
842,100023,CITRUS MEMORIAL HOSPITAL,2
843,100025,SACRED HEART HOSPITAL,4
844,100026,ASCENSION SACRED HEART BAY,2
845,100028,PARRISH MEDICAL CENTER,2
846,100029,STEWARD NORTH SHORE MEDICAL CENTER,2
847,100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,3
848,100032,BAYFRONT HEALTH ST PETERSBURG,1
849,100034,MOUNT SINAI MEDICAL CENTER,4
850,100035,MANATEE MEMORIAL HOSPITAL,1
851,100038,MEMORIAL REGIONAL HOSPITAL,3
852,100039,BROWARD HEALTH MEDICAL CENTER,2
853,100040,ASCENSION ST VINCENT'S RIVERSIDE,3
854,100043,MEASE DUNEDIN HOSPITAL,4
855,100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,2
856,100045,ADVENTHEALTH DELAND,5
857,100046,FLORIDA HOSPITAL ZEPHYRHILLS,5
858,100047,SHOREPOINT HEALTH PUNTA GORDA,2
859,100048,JAY HOSPITAL,2
860,100049,HIGHLANDS REGIONAL MEDICAL CENTER,2
861,100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1
862,100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,4
863,100052,WINTER HAVEN HOSPITAL,3
864,100053,STEWARD HIALEAH HOSPITAL,3
865,100054,TWIN CITIES HOSPITAL,4
866,100055,ADVENTHEALTH NORTH PINELLAS,4
867,100057,ADVENTHEALTH WATERMAN,4
868,100062,ADVENTHEALTH OCALA,2
869,100063,MORTON PLANT NORTH BAY HOSPITAL,3
870,100067,ST ANTHONYS HOSPITAL,3
871,100068,ADVENTHEALTH DAYTONA BEACH,5
872,100069,FLORIDA HOSPITAL CARROLLWOOD,5
873,100070,VENICE REGIONAL BAYFRONT HEALTH,2
874,100071,BRAVERA HEALTH BROOKSVILLE,1
875,100072,ADVENTHEALTH FISH MEMORIAL,4
876,100073,HOLY CROSS HOSPITAL,4
877,100075,ST JOSEPHS HOSPITAL,4
878,100077,BAYFRONT HEALTH PORT CHARLOTTE,1
879,100080,HCA FLORIDA JFK HOSPITAL,2
880,100081,HEALTHMARK REGIONAL MEDICAL CENTER,5
881,100084,UF HEALTH LEESBURG HOSPITAL,2
882,100086,BROWARD HEALTH NORTH,2
883,100087,SARASOTA MEMORIAL HOSPITAL,5
884,100088,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,4
885,100090,FLAGLER HOSPITAL,3
886,100092,STEWARD ROCKLEDGE HOSPITAL,2
887,100093,BAPTIST HOSPITAL,4
888,100099,ADVENTHEALTH LAKE WALES,2
889,100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,4
890,100106,DOCTORS MEMORIAL HOSPITAL INC,2
891,100107,LEHIGH REGIONAL MEDICAL CENTER,4
892,100109,ADVENTHEALTH SEBRING,4
893,100110,HCA FLORIDA OSCEOLA HOSPITAL,2
894,100113,UF HEALTH SHANDS HOSPITAL,3
895,100117,BAPTIST MEDICAL CENTER  BEACHES,5
896,100118,FLORIDA HOSPITAL FLAGLER,4
897,100121,BARTOW REGIONAL MEDICAL CENTER,3
898,100122,NORTH OKALOOSA MEDICAL CENTER,3
899,100124,SANTA ROSA MEDICAL CENTER,3
900,100125,HOMESTEAD HOSPITAL,2
901,100126,PALMS OF PASADENA HOSPITAL,3
902,100127,MORTON PLANT HOSPITAL,4
903,100128,TAMPA GENERAL HOSPITAL,4
904,100130,LAKESIDE MEDICAL CENTER,-1
905,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,1
906,100132,SOUTH FLORIDA BAPTIST HOSPITAL,3
907,100134,ED FRASER MEMORIAL HOSPITAL,2
908,100135,TALLAHASSEE MEMORIAL HEALTHCARE,1
909,100137,ADVENTHEALTH HEART OF FLORIDA,2
910,10013F,NH Jacksonville,-1
911,100140,BAPTIST MEDICAL CENTER - NASSAU,5
912,100142,JACKSON HOSPITAL,3
913,100150,LOWER KEYS MEDICAL CENTER,4
914,100151,MAYO CLINIC FLORIDA,5
915,100154,SOUTH MIAMI HOSPITAL,3
916,100156,LAKE CITY MEDICAL CENTER,4
917,100157,LAKELAND REGIONAL MEDICAL CENTER,1
918,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,3
919,100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,4
920,100167,MERCY HOSPITAL,2
921,100168,BOCA RATON REGIONAL HOSPITAL,2
922,100173,ADVENTHEALTH TAMPA,3
923,100175,DESOTO MEMORIAL HOSPITAL,5
924,100176,PALM BEACH GARDENS MEDICAL CENTER,2
925,100177,CAPE CANAVERAL HOSPITAL,5
926,100179,MEMORIAL HOSPITAL JACKSONVILLE,1
927,100180,ST PETERSBURG GENERAL HOSPITAL,2
928,100181,LARKIN COMMUNITY HOSPITAL,-1
929,100183,STEWARD CORAL GABLES HOSPITAL,4
930,100187,STEWARD PALMETTO GENERAL HOSPITAL,2
931,100189,HCA FLORIDA NORTHWEST HOSPITAL,2
