"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
060044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,80701,MORGAN,Hours of physical-restraint use,0.00,0,3144,,Hours of seclusion use,0.00,0,3144,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),97,75,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),80,88,,Timely transmission of transition record (TR2),76,88,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,134,17.1,12.5,22.5,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),92,26,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),82.6,310,,10/01/2021,12/31/2021
060064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,CO,80210,DENVER,Hours of physical-restraint use,0.04,43.98,41033,,Hours of seclusion use,0.03,33.67,41033,,Patients discharged on multiple antipsychotic medications with appropriate justification,5.00,20,,Screening for metabolic disorders (SMD),86,233,,Alcohol use brief intervention provided or offered,91,150,,87,150,,Alcohol and other drug use disorder treatment provided or offered at discharge,87,174,,85,174,,Tobacco use treatment provided or offered,66,189,,43,189,,Tobacco use treatment provided or offered at discharge,80,171,,78,171,,Transition record with specified elements received by discharged patients (TR1),74,663,,Timely transmission of transition record (TR2),57,663,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,65.1,43,,46.5,43,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,74.2,97,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,199,18.9,14.7,23.9,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),98,312,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98.9,2443,,10/01/2021,12/31/2021
060100,AURORA SOUTH HOSPITAL AND MEDICAL CENTER,1501 S POTOMAC ST,AURORA,CO,80012,ARAPAHOE,Hours of physical-restraint use,0.00,0,6399,,Hours of seclusion use,0.11,17.1,6399,,Patients discharged on multiple antipsychotic medications with appropriate justification,79.00,14,,Screening for metabolic disorders (SMD),99,181,,Alcohol use brief intervention provided or offered,90,20,,85,20,,Alcohol and other drug use disorder treatment provided or offered at discharge,63,30,,60,30,,Tobacco use treatment provided or offered,85,26,,58,26,,Tobacco use treatment provided or offered at discharge,45,22,,32,22,,Transition record with specified elements received by discharged patients (TR1),73,310,,Timely transmission of transition record (TR2),73,310,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41,61,,13.1,61,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,61.4,171,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,335,17.6,14.4,21.4,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),98,184,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),90.9,5021,,10/01/2021,12/31/2021
064001,COLORADO MENTAL HEALTH INSTITUTE AT PUEBLO-PSYCH,1600 W 24TH ST,PUEBLO,CO,81003,PUEBLO,Hours of physical-restraint use,0.49,1786.01,150885,,Hours of seclusion use,1.41,5121.78,150885,,Patients discharged on multiple antipsychotic medications with appropriate justification,57.00,127,,Screening for metabolic disorders (SMD),93,336,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),71,485,,Timely transmission of transition record (TR2),71,485,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,12.5,16,,0,16,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,42,16.4,11.4,22.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),94,82,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
064003,COLORADO MENTAL HEALTH INSTITUTE AT FT LOGAN,3520 W OXFORD AVE,DENVER,CO,80236,DENVER,Hours of physical-restraint use,0.06,39.96,28366,,Hours of seclusion use,0.12,84.08,28366,,Patients discharged on multiple antipsychotic medications with appropriate justification,76.00,59,,Screening for metabolic disorders (SMD),95,60,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,91,11,,91,11,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),40,87,,Timely transmission of transition record (TR2),40,87,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),100,18,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),97.8,270,,10/01/2021,12/31/2021
064007,CENTENNIAL PEAKS HOSPITAL,2255 S 88TH ST,LOUISVILLE,CO,80027,BOULDER,Hours of physical-restraint use,0.08,56.15,27609,,Hours of seclusion use,0.11,76.18,27609,,Patients discharged on multiple antipsychotic medications with appropriate justification,88.00,58,,Screening for metabolic disorders (SMD),97,357,,Alcohol use brief intervention provided or offered,69,263,,68,263,,Alcohol and other drug use disorder treatment provided or offered at discharge,52,339,,51,339,,Tobacco use treatment provided or offered,95,323,,52,323,,Tobacco use treatment provided or offered at discharge,74,297,,1,297,,Transition record with specified elements received by discharged patients (TR1),93,907,,Timely transmission of transition record (TR2),83,907,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.4,74,,27,74,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,70.7,188,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,309,17.8,14.5,21.6,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),76,446,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),86.1,292,,10/01/2021,12/31/2021
064009,CEDAR SPRINGS HOSPITAL,2135 SOUTHGATE RD,COLORADO SPRINGS,CO,80906,EL PASO,Hours of physical-restraint use,0.12,55.17,19841,,Hours of seclusion use,0.11,52.4,19841,,Patients discharged on multiple antipsychotic medications with appropriate justification,80.00,15,,Screening for metabolic disorders (SMD),100,319,,Alcohol use brief intervention provided or offered,90,69,,86,69,,Alcohol and other drug use disorder treatment provided or offered at discharge,49,113,,47,113,,Tobacco use treatment provided or offered,82,136,,37,136,,Tobacco use treatment provided or offered at discharge,67,122,,0,122,,Transition record with specified elements received by discharged patients (TR1),100,727,,Timely transmission of transition record (TR2),99,727,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,39.7,63,,23.8,63,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,58.3,156,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,284,17.9,14.7,22.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),79,363,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),86.8,277,,10/01/2021,12/31/2021
064023,"WEST SPRINGS HOSPITAL, INC",515 28 3/4 RD,GRAND JUNCTION,CO,81501,MESA,Hours of physical-restraint use,0.05,20,15322,,Hours of seclusion use,0.90,331,15322,,Patients discharged on multiple antipsychotic medications with appropriate justification,4.00,54,,Screening for metabolic disorders (SMD),43,993,,Alcohol use brief intervention provided or offered,77,536,,77,536,,Alcohol and other drug use disorder treatment provided or offered at discharge,81,710,,73,710,,Tobacco use treatment provided or offered,96,838,,84,838,,Tobacco use treatment provided or offered at discharge,3,826,,1,826,,Transition record with specified elements received by discharged patients (TR1),0,2363,,Timely transmission of transition record (TR2),0,2363,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36.8,68,,20.6,68,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,70.4,162,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,213,15.4,12.0,19.7,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),12,1125,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),90.4,193,,10/01/2021,12/31/2021
064024,HIGHLANDS BEHAVIORAL HEALTH SYSTEM,8565 S POPLAR WAY,LITTLETON,CO,80130,DOUGLAS,Hours of physical-restraint use,0.07,35.5,20845,,Hours of seclusion use,0.13,63.25,20845,,Patients discharged on multiple antipsychotic medications with appropriate justification,46.00,24,,Screening for metabolic disorders (SMD),89,308,,Alcohol use brief intervention provided or offered,40,72,,22,72,,Alcohol and other drug use disorder treatment provided or offered at discharge,7,122,,2,122,,Tobacco use treatment provided or offered,61,158,,19,158,,Tobacco use treatment provided or offered at discharge,0,150,,0,150,,Transition record with specified elements received by discharged patients (TR1),92,730,,Timely transmission of transition record (TR2),89,730,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49.2,65,,35.4,65,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,54.3,199,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,263,23.3,19.5,27.5,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),23,362,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),90.6,186,,10/01/2021,12/31/2021
064026,PEAK VIEW BEHAVIORAL HEALTH,7353 SISTERS GROVE,COLORADO SPRINGS,CO,80923,EL PASO,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,Screening for metabolic disorders (SMD),Not Available,Not Available,5,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Transition record with specified elements received by discharged patients (TR1),Not Available,Not Available,5,Timely transmission of transition record (TR2),Not Available,Not Available,5,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54,113,,31,113,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,62.8,363,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,634,20.7,17.6,24.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,5,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
064028,DENVER SPRINGS,8835 AMERICAN WY,ENGLEWOOD,CO,80112,ARAPAHOE,Hours of physical-restraint use,0.04,23.75,26291,,Hours of seclusion use,0.03,21.82,26291,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),59,244,,Alcohol use brief intervention provided or offered,100,223,,100,223,,Alcohol and other drug use disorder treatment provided or offered at discharge,82,337,,82,337,,Tobacco use treatment provided or offered,92,253,,15,253,,Tobacco use treatment provided or offered at discharge,38,237,,0,237,,Transition record with specified elements received by discharged patients (TR1),99,698,,Timely transmission of transition record (TR2),73,698,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.4,58,,36.2,58,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,65.1,152,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,270,24.9,20.9,29.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),89,324,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),94.3,244,,10/01/2021,12/31/2021
070002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,06105,HARTFORD,Hours of physical-restraint use,0.60,112.5,7797,,Hours of seclusion use,0.36,66.62,7797,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),83,176,,Alcohol use brief intervention provided or offered,48,54,,48,54,,Alcohol and other drug use disorder treatment provided or offered at discharge,73,124,,72,124,,Tobacco use treatment provided or offered,48,122,,46,122,,Tobacco use treatment provided or offered at discharge,47,109,,47,109,,Transition record with specified elements received by discharged patients (TR1),53,318,,Timely transmission of transition record (TR2),51,318,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.8,55,,21.8,55,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,70.7,205,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,329,22.7,19.0,26.5,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),88,312,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),93.7,5033,,10/01/2021,12/31/2021
