"Column1","Facility Name","City","State","ZIP Code","HBIPS-5 %","SMD %","SUB-2 %","SUB-3 %","TOB-2 %","TOB-3 %","TR-2 %","FUH-30 %","FUH-7 %","MedCont %","READM-30-IPF Rate","HBIPS-2 %","HBIPS-3 %","code","city","state","county","area_code","lat","lon"
112,PARADISE VALLEY HOSPITAL,NATIONAL CITY,CA,91950,36.0,86.0,84.0,100.0,95.0,94.0,95.0,62.4,48.2,76.0,22.0,0.0,0.0,91950,National City,CA,SAN DIEGO,"",32.671194,-117.084353
113,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,SAN DIEGO,CA,92103,29.0,92.0,81.0,86.0,94.0,71.0,66.0,74.4,59.0,72.0,15.8,0.29,0.4,92103,San Diego,CA,SAN DIEGO,"",32.746085,-117.170517
114,GROSSMONT HOSPITAL,LA MESA,CA,91942,94.0,90.0,100.0,95.0,94.0,71.0,89.0,56.0,36.9,83.7,16.8,0.01,0.03,91942,La Mesa,CA,SAN DIEGO,"",32.781084,-117.018638
115,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,CA,95128,35.0,43.0,84.0,42.0,59.0,35.0,0.0,25.0,12.5,79.0,18.9,2.86,0.39,95128,San Jose,CA,SANTA CLARA,"",37.189396,-121.705327
116,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,91342,91.0,78.0,87.0,79.0,78.0,89.0,23.0,53.0,35.0,78.0,20.2,2.88,0.64,91342,Sylmar,CA,LOS ANGELES,"",33.786594,-118.298662
117,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,SAN FRANCISCO,CA,94109,84.0,100.0,69.0,39.0,75.0,34.0,80.0,41.4,17.2,69.8,18.6,0.07,0.08,94109,San Francisco,CA,SAN FRANCISCO,"",37.795219,-122.420782
118,KAWEAH HEALTH MEDICAL CENTER,VISALIA,CA,93291,69.0,97.0,86.0,100.0,97.0,80.0,84.0,38.5,9.6,84.1,19.3,1.86,2.29,93291,Visalia,CA,TULARE,"",36.184014,-119.363349
119,GLENDALE MEM HOSPITAL & HLTH CENTER,GLENDALE,CA,91204,0.0,36.0,2.0,16.0,0.0,0.0,0.0,25.0,16.7,75.0,23.4,1.1,0.05,91204,Glendale,CA,LOS ANGELES,"",33.786594,-118.298662
120,PROVIDENCE ST. JOSEPH HOSPITAL,ORANGE,CA,92868,13.0,0.0,80.0,36.0,42.0,2.0,0.0,60.0,50.0,82.4,19.6,7.96,1.13,92868,Orange,CA,ORANGE,"",33.640302,-117.769442
121,SCRIPPS MERCY HOSPITAL,SAN DIEGO,CA,92103,90.0,100.0,96.0,96.0,100.0,99.0,79.0,64.3,28.6,76.0,19.6,0.01,0.0,92103,San Diego,CA,SAN DIEGO,"",32.746085,-117.170517
122,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,CA,90732,74.0,91.0,61.0,46.0,90.0,85.0,85.0,55.6,38.9,75.0,18.2,1.71,0.42,90732,San Pedro,CA,LOS ANGELES,"",33.786594,-118.298662
123,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,CA,92411,17.0,70.0,0.0,1.0,44.0,9.0,3.0,24.5,10.2,65.7,28.7,0.85,1.18,92411,San Bernardino,CA,SAN BERNARDINO,"",34.839964,-115.967051
124,SAN MATEO MEDICAL CENTER,SAN MATEO,CA,94403,93.0,94.0,60.0,98.0,93.0,92.0,80.0,58.0,37.0,75.0,18.8,0.49,1.77,94403,San Mateo,CA,SAN MATEO,"",37.541486,-122.304079
125,PALOMAR HEALTH DOWNTOWN CAMPUS,ESCONDIDO,CA,92025,100.0,92.0,91.0,48.0,82.0,35.0,66.0,69.2,46.2,73.0,22.1,0.36,0.2,92025,Escondido,CA,SAN DIEGO,"",33.057128,-117.083403
126,NORTHRIDGE HOSPITAL MEDICAL CENTER,NORTHRIDGE,CA,91325,71.0,91.0,94.0,79.0,93.0,75.0,6.0,55.0,32.5,78.3,23.8,0.01,0.0,91325,Northridge,CA,LOS ANGELES,"",33.786594,-118.298662
127,USC VERDUGO HILLS HOSPITAL,GLENDALE,CA,91208,91.0,76.0,49.0,6.0,52.0,7.0,16.0,45.0,35.0,67.0,18.3,0.0,0.0,91208,Glendale,CA,LOS ANGELES,"",33.786594,-118.298662
128,WOODLAND MEMORIAL HOSPITAL,WOODLAND,CA,95695,34.0,97.0,91.0,79.0,98.0,31.0,28.0,28.3,11.7,78.0,19.3,0.26,0.04,95695,Woodland,CA,YOLO,"",38.74388,-121.915653
129,TRI-CITY MEDICAL CENTER,OCEANSIDE,CA,92056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,34.0,78.0,17.0,0.0,0.0,92056,Oceanside,CA,SAN DIEGO,"",33.016928,-116.846046
130,SAN GABRIEL VALLEY MEDICAL CENTER,SAN GABRIEL,CA,91776,0.0,100.0,0.0,0.0,79.0,35.0,99.0,40.0,24.0,73.0,18.7,0.0,0.0,91776,San Gabriel,CA,LOS ANGELES,"",33.786594,-118.298662
131,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,31.0,100.0,90.0,52.0,76.0,12.0,0.0,72.9,47.9,81.0,18.4,0.01,0.0,93940,Monterey,CA,MONTEREY,"",36.521811,-121.688623
132,SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,CA,94109,5.0,53.0,28.0,17.0,71.0,7.0,0.0,45.5,24.2,82.4,20.3,0.09,0.02,94109,San Francisco,CA,SAN FRANCISCO,"",37.795219,-122.420782
133,ENCINO HOSPITAL MEDICAL CENTER,ENCINO,CA,91436,58.0,99.0,48.0,0.0,83.0,0.0,100.0,21.6,13.5,76.1,19.6,0.0,0.0,91436,Encino,CA,LOS ANGELES,"",33.786594,-118.298662
134,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,SAN FRANCISCO,CA,94110,76.0,40.0,82.0,40.0,28.0,65.0,29.0,66.7,43.3,77.0,18.9,6.53,46.12,94110,San Francisco,CA,SAN FRANCISCO,"",37.748932,-122.416281
135,GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,CA,91206,73.0,91.0,95.0,98.0,88.0,75.0,90.0,37.0,13.7,80.4,19.8,0.31,0.87,91206,Glendale,CA,LOS ANGELES,"",33.786594,-118.298662
136,ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,CA,92324,33.0,94.0,0.0,100.0,95.0,85.0,0.0,30.9,10.9,59.0,28.1,0.78,0.69,92324,Colton,CA,SAN BERNARDINO,"",34.151161,-116.900557
137,GOOD SAMARITAN HOSPITAL,BAKERSFIELD,CA,93308,24.0,100.0,97.0,83.0,99.0,76.0,0.0,50.0,28.6,81.8,23.1,0.0,0.0,93308,Bakersfield,CA,KERN,"",35.567657,-118.892932
138,REDLANDS COMMUNITY HOSPITAL,REDLANDS,CA,92373,58.0,96.0,78.0,80.0,70.0,71.0,70.0,63.6,27.3,80.0,21.8,1.65,0.0,92373,Redlands,CA,SAN BERNARDINO,"",34.2409,-116.889474
139,CONTRA COSTA REGIONAL MEDICAL CENTER,MARTINEZ,CA,94553,96.0,69.0,82.0,88.0,79.0,100.0,64.0,12.5,0.0,80.0,18.6,3.5,6.4,94553,Martinez,CA,CONTRA COSTA,"",37.986421,-122.134976
140,AHMC SETON MEDICAL CENTER,DALY CITY,CA,94015,64.0,90.0,72.0,100.0,94.0,93.0,86.0,42.6,21.3,78.6,22.4,0.0,0.18,94015,Daly City,CA,SAN MATEO,"",37.676864,-122.475234
141,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,BERKELEY,CA,94705,94.0,95.0,100.0,100.0,77.0,81.0,96.0,47.7,26.7,65.0,20.2,6.25,4.74,94705,Berkeley,CA,ALAMEDA,"",37.85983,-122.242029
142,EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,94040,77.0,93.0,95.0,100.0,85.0,55.0,79.0,46.7,33.3,65.0,21.0,0.9,0.73,94040,Mountain View,CA,SANTA CLARA,"",37.189396,-121.705327
143,HIGHLAND HOSPITAL,OAKLAND,CA,94602,33.0,55.0,14.0,30.0,20.0,8.0,1.0,29.6,10.2,64.7,26.1,0.42,0.45,94602,Oakland,CA,ALAMEDA,"",37.802777,-122.204578
144,CORONA REGIONAL MEDICAL CENTER,CORONA,CA,92882,100.0,96.0,79.0,9.0,85.0,80.0,42.0,40.9,29.5,61.3,20.1,0.0,0.0,92882,Corona,CA,RIVERSIDE,"",33.752886,-116.055617
145,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,CA,92868,62.0,82.0,75.0,95.0,84.0,100.0,68.0,49.0,36.0,81.0,21.4,2.07,0.49,92868,Orange,CA,ORANGE,"",33.640302,-117.769442
146,MARIN GENERAL HOSPITAL,GREENBRAE,CA,94904,92.0,98.0,90.0,82.0,97.0,100.0,90.0,60.6,51.5,77.0,21.0,0.18,0.15,94904,Greenbrae,CA,MARIN,"",37.947874,-122.536337
147,LAC+USC MEDICAL CENTER,LOS ANGELES,CA,90033,51.0,86.0,62.0,74.0,83.0,52.0,19.0,61.0,38.0,69.0,17.2,37.12,10.35,90033,Los Angeles,CA,LOS ANGELES,"",33.786594,-118.298662
148,LAC/HARBOR-UCLA MED CENTER,TORRANCE,CA,90502,45.0,90.0,100.0,71.0,98.0,100.0,20.0,62.0,17.0,75.0,20.6,5.52,1.62,90502,Torrance,CA,LOS ANGELES,"",33.833816,-118.293405
149,GOOD SAMARITAN HOSPITAL,SAN JOSE,CA,95124,76.0,94.0,92.0,89.0,98.0,84.0,68.0,60.9,52.2,66.3,20.9,0.0,0.0,95124,San Jose,CA,SANTA CLARA,"",37.189396,-121.705327
150,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,CA,92804,100.0,100.0,0.0,0.0,62.0,0.0,91.0,33.3,13.3,75.0,20.5,0.0,0.0,92804,Anaheim,CA,ORANGE,"",33.640302,-117.769442
151,HUNTINGTON HOSPITAL,PASADENA,CA,91109,67.0,85.0,73.0,86.0,68.0,43.0,1.0,26.3,21.1,78.0,22.7,2.07,0.94,91109,Pasadena,CA,LOS ANGELES,"",33.786594,-118.298662
152,STANFORD HEALTH CARE,STANFORD,CA,94305,76.0,93.0,92.0,87.0,70.0,78.0,47.0,72.7,45.5,80.2,15.3,0.65,0.19,94305,Stanford,CA,SANTA CLARA,"",37.189396,-121.705327
153,DOCTORS MEDICAL CENTER,MODESTO,CA,95350,80.0,91.0,98.0,94.0,100.0,67.0,68.0,34.4,18.8,67.5,27.2,1.09,0.25,95350,Modesto,CA,STANISLAUS,"",37.669463,-121.016796
154,HUNTINGTON BEACH HOSPITAL,HUNTINGTON BEACH,CA,92647,87.0,95.0,54.0,100.0,100.0,100.0,98.0,36.7,22.4,77.5,23.6,0.0,0.0,92647,Huntington Beach,CA,ORANGE,"",33.640302,-117.769442
155,PROVIDENCE MISSION HOSPITAL,MISSION VIEJO,CA,92691,59.0,12.0,98.0,46.0,94.0,21.0,0.0,42.9,21.4,68.0,22.1,0.64,0.01,92691,Mission Viejo,CA,ORANGE,"",33.605527,-117.667923
156,LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,CA,90623,100.0,99.0,71.0,70.0,88.0,60.0,99.0,53.0,18.0,64.0,23.6,0.0,0.0,90623,La Palma,CA,ORANGE,"",33.640302,-117.769442
157,HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,CA,91355,30.0,96.0,97.0,79.0,96.0,51.0,19.0,46.2,23.1,76.0,25.0,4.1,0.49,91355,Valencia,CA,LOS ANGELES,"",33.786594,-118.298662
158,PALOMAR MEDICAL CENTER POWAY,POWAY,CA,92064,82.0,89.0,95.0,50.0,79.0,24.0,88.0,61.5,38.5,74.0,21.0,0.0,0.0,92064,Poway,CA,SAN DIEGO,"",32.994097,-117.030299
159,ANAHEIM GLOBAL MEDICAL CENTER,ANAHEIM,CA,92805,0.0,84.0,87.0,75.0,99.0,31.0,60.0,30.6,16.3,62.0,21.4,0.93,0.01,92805,Anaheim,CA,ORANGE,"",33.640302,-117.769442
160,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,CA,92869,0.0,84.0,48.0,28.0,52.0,79.0,72.0,45.5,27.3,69.0,18.9,0.0,0.0,92869,Orange,CA,ORANGE,"",33.640302,-117.769442
161,ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,92705,65.0,93.0,20.0,22.0,90.0,20.0,84.0,52.9,23.5,79.0,18.1,0.0,0.0,92705,Santa Ana,CA,ORANGE,"",33.707568,-117.845746
162,COASTAL COMMUNITIES HOSPITAL,SANTA ANA,CA,92704,80.0,90.0,91.0,91.0,83.0,73.0,50.0,59.0,29.0,65.0,22.2,0.0,0.0,92704,Santa Ana,CA,ORANGE,"",33.640302,-117.769442
163,SHERMAN OAKS HOSPITAL,SHERMAN OAKS,CA,91403,34.0,99.0,74.0,0.0,0.0,0.0,100.0,29.5,13.1,61.6,23.5,0.0,0.0,91403,Sherman Oaks,CA,LOS ANGELES,"",33.786594,-118.298662
164,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,92120,68.0,81.0,69.0,83.0,48.0,47.0,76.0,41.0,31.0,72.0,21.4,0.0,0.0,92120,San Diego,CA,SAN DIEGO,"",32.794947,-117.079863
165,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,96001,81.0,94.0,62.0,100.0,97.0,95.0,92.0,60.3,29.3,87.2,18.7,0.0,0.0,96001,Redding,CA,SHASTA,"",40.675738,-122.456982
166,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,CA,90095,66.0,76.0,42.0,94.0,64.0,17.0,98.0,68.8,46.9,87.3,15.6,3.72,0.31,90095,Los Angeles,CA,LOS ANGELES,"",33.786594,-118.298662
167,GATEWAYS HOSP  MENTAL HEALTH CTR,LOS ANGELES,CA,90026,32.0,100.0,0.0,41.0,100.0,0.0,0.0,51.0,38.0,71.0,20.0,0.73,0.59,90026,Los Angeles,CA,LOS ANGELES,"",33.786594,-118.298662
168,BHC ALHAMBRA HOSP,ROSEMEAD,CA,91770,100.0,99.0,100.0,96.0,100.0,99.0,100.0,46.8,29.0,63.5,28.9,0.1,0.0,91770,Rosemead,CA,LOS ANGELES,"",33.786594,-118.298662
169,DEL AMO HOSPITAL,TORRANCE,CA,90505,69.0,100.0,100.0,98.0,100.0,93.0,84.0,44.2,26.1,72.5,21.9,0.2,0.01,90505,Torrance,CA,LOS ANGELES,"",33.786594,-118.298662
170,COLLEGE HOSPITAL,CERRITOS,CA,90703,51.0,100.0,73.0,0.0,99.0,75.0,59.0,46.4,35.5,68.0,24.1,3.24,2.98,90703,Cerritos,CA,LOS ANGELES,"",33.866914,-118.068648
171,AURORA CHARTER OAK,COVINA,CA,91724,90.0,85.0,96.0,41.0,96.0,73.0,93.0,46.5,28.3,79.6,25.2,0.68,0.0,91724,Covina,CA,LOS ANGELES,"",33.786594,-118.298662
172,ADVENTIST HEALTH VALLEJO,VALLEJO,CA,94590,38.0,79.0,30.0,78.0,48.0,39.0,60.0,38.1,15.1,75.7,18.3,0.75,0.65,94590,Vallejo,CA,SOLANO,"",38.096719,-122.25328
173,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,LA MESA,CA,91942,49.0,96.0,100.0,92.0,99.0,64.0,67.0,39.8,29.1,80.9,21.7,0.42,0.01,91942,La Mesa,CA,SAN DIEGO,"",32.781084,-117.018638
174,AURORA VISTA DEL MAR HOSPITAL,VENTURA,CA,93001,61.0,17.0,95.0,31.0,97.0,27.0,34.0,41.4,28.7,76.5,22.8,0.14,0.23,93001,Ventura,CA,VENTURA,"",34.330829,-119.358352
175,AURORA LAS ENCINAS,PASADENA,CA,91107,6.0,85.0,98.0,55.0,96.0,56.0,21.0,35.1,16.2,60.3,25.4,0.43,0.07,91107,Pasadena,CA,LOS ANGELES,"",33.786594,-118.298662
176,"BHC SIERRA VISTA HOSPITAL, INC",SACRAMENTO,CA,95823,84.0,87.0,79.0,68.0,96.0,84.0,97.0,29.7,14.4,71.9,19.1,0.03,0.48,95823,Sacramento,CA,SACRAMENTO,"",38.481354,-121.442071
177,JEWISH HOME & REHAB CENTER,SAN FRANCISCO,CA,94112,76.0,93.0,100.0,100.0,100.0,100.0,98.0,55.0,30.0,72.0,18.9,0.05,0.13,94112,San Francisco,CA,SAN FRANCISCO,"",37.721981,-122.439382
178,LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,REDLANDS,CA,92373,83.0,87.0,100.0,94.0,90.0,69.0,70.0,73.9,43.5,72.0,18.3,0.16,0.17,92373,Redlands,CA,SAN BERNARDINO,"",34.2409,-116.889474
179,AURORA SAN DIEGO,SAN DIEGO,CA,92128,60.0,100.0,100.0,93.0,100.0,13.0,0.0,37.8,29.7,70.2,21.6,0.07,0.1,92128,San Diego,CA,SAN DIEGO,"",32.995484,-117.07483
180,SUTTER CENTER FOR PSYCHIATRY,SACRAMENTO,CA,95826,82.0,90.0,96.0,60.0,79.0,68.0,59.0,50.8,29.2,72.6,18.7,0.07,0.05,95826,Sacramento,CA,SACRAMENTO,"",38.547639,-121.385459
181,HERITAGE OAKS HOSPITAL,SACRAMENTO,CA,95841,64.0,93.0,100.0,100.0,100.0,100.0,79.0,34.2,18.7,69.1,22.1,0.06,0.25,95841,Sacramento,CA,SACRAMENTO,"",38.665385,-121.353862
182,BHC FREMONT HOSPITAL INC,FREMONT,CA,94538,37.0,87.0,68.0,24.0,87.0,48.0,62.0,37.4,22.2,66.5,24.1,0.14,0.1,94538,Fremont,CA,ALAMEDA,"",37.509453,-121.95832
183,CANYON RIDGE HOSPITAL,CHINO,CA,91710,100.0,97.0,98.0,100.0,100.0,100.0,97.0,38.5,19.3,72.8,22.7,0.05,0.02,91710,Chino,CA,SAN BERNARDINO,"",34.159844,-114.30117
184,DEPT OF STATE HOSPITALS - NAPA,NAPA,CA,94558,0.0,68.0,0.0,0.0,0.0,0.0,31.0,62.0,19.0,79.0,21.0,25.35,6.82,94558,Napa,CA,NAPA,"",38.516158,-122.311921
185,ST JOSEPH'S BEHAVIORAL HEALTH CENTER,STOCKTON,CA,95204,100.0,99.0,84.0,83.0,89.0,81.0,1.0,26.6,14.8,61.3,30.7,0.6,0.35,95204,Stockton,CA,SAN JOAQUIN,"",37.975473,-121.323758
186,SEMPERVIRENS,EUREKA,CA,95501,15.0,2.0,59.0,37.0,0.0,0.0,0.0,54.8,29.0,81.6,21.0,1.08,1.82,95501,Eureka,CA,HUMBOLDT,"",40.646324,-124.025773
187,SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,SANTA BARBARA,CA,93110,88.0,95.0,100.0,100.0,97.0,100.0,4.0,0.0,0.0,69.0,24.5,0.93,0.77,93110,Santa Barbara,CA,SANTA BARBARA,"",34.539027,-119.906198
188,PACIFIC GROVE HOSPITAL,RIVERSIDE,CA,92506,94.0,100.0,98.0,95.0,98.0,97.0,95.0,46.8,24.2,59.7,23.5,0.22,6.82,92506,Riverside,CA,RIVERSIDE,"",33.752886,-116.055617
189,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONCORD,CA,94524,99.0,88.0,84.0,85.0,89.0,56.0,87.0,53.2,34.0,83.8,17.6,0.11,0.17,94524,Concord,CA,CONTRA COSTA,"",37.777208,-121.955399
190,DEPT OF STATE HOSPITALS - METROPOLITAN - PSY,NORWALK,CA,90650,79.0,100.0,0.0,0.0,0.0,0.0,63.0,54.0,17.0,80.0,18.0,0.98,0.0,90650,Norwalk,CA,LOS ANGELES,"",33.906763,-118.076549
191,NEWPORT BAY HOSPITAL,NEWPORT BEACH,CA,92663,100.0,100.0,100.0,100.0,100.0,100.0,89.0,55.6,38.9,79.0,15.4,0.01,0.02,92663,Newport Beach,CA,ORANGE,"",33.61837,-117.91709
192,UCSF LANGLEY PORTER PSYCHIATRIC HOSPITAL AND CLINICS,SAN FRANCISCO,CA,94143,89.0,97.0,95.0,87.0,62.0,57.0,72.0,61.1,52.8,85.3,19.6,0.1,0.2,94143,San Francisco,CA,SAN FRANCISCO,"",37.76313,-122.458582
193,SHARP MESA VISTA HOSPITAL,SAN DIEGO,CA,92123,58.0,94.0,92.0,74.0,88.0,81.0,58.0,65.0,42.3,78.0,18.8,0.12,0.14,92123,San Diego,CA,SAN DIEGO,"",32.810983,-117.136812
194,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,OAKLAND,CA,94601,0.0,11.0,99.0,12.0,32.0,0.0,99.0,36.0,32.0,78.0,21.0,0.45,0.32,94601,Oakland,CA,ALAMEDA,"",37.786027,-122.223779
195,JOYCE EISENBERG KEEFER MEDICAL CENTER,RESEDA,CA,91335,57.0,98.0,0.0,0.0,63.0,47.0,100.0,42.0,25.0,73.0,21.0,0.0,0.0,91335,Reseda,CA,LOS ANGELES,"",33.786594,-118.298662
196,TARZANA TREATMENT CENTER,TARZANA,CA,91356,100.0,0.0,100.0,100.0,100.0,80.0,70.0,43.0,38.0,64.0,18.7,0.0,0.0,91356,Tarzana,CA,LOS ANGELES,"",33.786594,-118.298662
197,WILLOW ROCK CENTER,SAN LEANDRO,CA,94578,8.0,36.0,0.0,0.0,0.0,0.0,100.0,43.0,19.0,64.0,17.0,0.26,0.49,94578,San Leandro,CA,ALAMEDA,"",37.704429,-122.124225
198,KAISER PERMANENTE PSYCHIATRIC HEALTH FACILITY-SANT,SANTA CLARA,CA,95051,64.0,97.0,75.0,66.0,97.0,83.0,89.0,41.0,15.0,73.0,18.0,0.58,0.18,95051,Santa Clara,CA,SANTA CLARA,"",37.189396,-121.705327
199,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",SANTA ROSA,CA,95401,27.0,64.0,47.0,3.0,55.0,7.0,18.0,43.5,19.8,77.4,19.2,0.14,2.4,95401,Santa Rosa,CA,SONOMA,"",38.450412,-122.783159
200,SANTA CRUZ COUNTY PSYCHIATRIC HEALTH FACILITY,SANTA CRUZ,CA,95062,21.0,30.0,100.0,48.0,85.0,0.0,98.0,54.5,36.4,73.0,21.2,0.15,0.97,95062,Santa Cruz,CA,SANTA CRUZ,"",36.971549,-121.990571
201,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,LONG BEACH,CA,90806,0.0,95.0,100.0,0.0,100.0,100.0,1.0,55.0,40.0,70.5,22.5,0.0,0.0,90806,Long Beach,CA,LOS ANGELES,"",33.795016,-118.172801
202,SAN JOSE BEHAVIORAL HEALTH,SAN JOSE,CA,95138,6.0,42.0,50.0,34.0,89.0,38.0,8.0,33.3,16.2,69.2,18.6,0.04,0.05,95138,San Jose,CA,SANTA CLARA,"",37.258733,-121.745159
203,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL, LLC",BAKERSFIELD,CA,93309,100.0,100.0,0.0,0.0,0.0,0.0,59.0,41.1,28.8,83.3,22.1,0.23,0.77,93309,Bakersfield,CA,KERN,"",35.294405,-118.905173
204,GLENDORA  HOSPITAL,GLENDORA,CA,91740,51.0,97.0,39.0,81.0,77.0,66.0,57.0,50.0,39.0,64.0,21.0,-2.0,4.0,91740,Glendora,CA,LOS ANGELES,"",33.786594,-118.298662
205,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,80033,64.0,59.0,93.0,64.0,80.0,21.0,46.0,61.1,42.6,66.9,18.9,0.5,2.32,80033,Wheat Ridge,CO,JEFFERSON,"",39.776986,-105.108182
206,POUDRE VALLEY HOSPITAL,FORT COLLINS,CO,80524,92.0,95.0,97.0,94.0,95.0,85.0,74.0,57.1,31.0,76.1,19.5,0.3,1.4,80524,Fort Collins,CO,LARIMER,"",40.59889,-105.252751
207,DENVER HEALTH & HOSPITAL AUTHORITY,DENVER,CO,80204,53.0,86.0,97.0,91.0,99.0,53.0,87.0,42.6,19.7,79.8,23.1,1.4,2.85,80204,Denver,CO,DENVER,"",39.720136,-105.021502
208,"PARKVIEW MEDICAL CENTER, INC",PUEBLO,CO,81003,63.0,91.0,95.0,68.0,98.0,91.0,89.0,59.1,27.3,78.7,20.0,1.25,0.83,81003,Pueblo,CO,PUEBLO,"",38.121031,-104.763851
209,BOULDER COMMUNITY HEALTH,BOULDER,CO,80303,73.0,99.0,36.0,62.0,4.0,96.0,0.0,65.0,45.0,77.0,21.2,0.31,3.02,80303,Boulder,CO,BOULDER,"",40.067772,-105.27484
210,MCKEE MEDICAL CENTER,LOVELAND,CO,80538,100.0,89.0,89.0,93.0,75.0,44.0,47.0,41.0,24.0,64.0,19.0,0.25,1.99,80538,Loveland,CO,LARIMER,"",40.551116,-105.183385
211,COLORADO PLAINS MEDICAL CENTER,FORT MORGAN,CO,80701,37.0,97.0,0.0,0.0,49.0,0.0,76.0,47.0,37.0,72.0,17.1,0.0,0.0,80701,Fort Morgan,CO,MORGAN,"",40.262591,-103.847648
212,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,DENVER,CO,80210,5.0,86.0,91.0,87.0,66.0,80.0,57.0,65.1,46.5,74.2,18.9,0.11,0.08,80210,Denver,CO,DENVER,"",39.701677,-104.964186
213,AURORA SOUTH HOSPITAL AND MEDICAL CENTER,AURORA,CO,80012,79.0,99.0,90.0,63.0,85.0,45.0,73.0,41.0,13.1,61.4,17.6,0.0,0.27,80012,Aurora,CO,ARAPAHOE,"",39.681201,-104.80973
214,COLORADO MENTAL HEALTH INSTITUTE AT PUEBLO-PSYCH,PUEBLO,CO,81003,57.0,93.0,61.0,46.0,94.0,21.0,71.0,12.5,0.0,77.0,16.4,1.18,3.39,81003,Pueblo,CO,PUEBLO,"",38.121031,-104.763851
215,COLORADO MENTAL HEALTH INSTITUTE AT FT LOGAN,DENVER,CO,80236,76.0,95.0,78.0,56.0,91.0,25.0,40.0,42.0,24.0,80.0,18.0,0.14,0.3,80236,Denver,CO,DENVER,"",39.649837,-105.034988
216,CENTENNIAL PEAKS HOSPITAL,LOUISVILLE,CO,80027,88.0,97.0,69.0,52.0,95.0,74.0,83.0,51.4,27.0,70.7,17.8,0.2,0.28,80027,Louisville,CO,BOULDER,"",39.980835,-105.269915
217,CEDAR SPRINGS HOSPITAL,COLORADO SPRINGS,CO,80906,80.0,100.0,90.0,49.0,82.0,67.0,99.0,39.7,23.8,58.3,17.9,0.28,0.26,80906,Colorado Springs,CO,EL PASO,"",38.796074,-104.841763
218,"WEST SPRINGS HOSPITAL, INC",GRAND JUNCTION,CO,81501,4.0,43.0,77.0,81.0,96.0,3.0,0.0,36.8,20.6,70.4,15.4,0.13,2.16,81501,Grand Junction,CO,MESA,"",39.069019,-108.583126
219,HIGHLANDS BEHAVIORAL HEALTH SYSTEM,LITTLETON,CO,80130,46.0,89.0,40.0,7.0,61.0,0.0,89.0,49.2,35.4,54.3,23.3,0.17,0.3,80130,Littleton,CO,DOUGLAS,"",39.54,-104.92
220,PEAK VIEW BEHAVIORAL HEALTH,COLORADO SPRINGS,CO,80923,59.0,72.0,58.0,64.0,59.0,57.0,83.0,54.0,31.0,62.8,20.7,-2.0,0.0,80923,Colorado Springs,CO,MOHAVE,"",38.89,-104.69
221,DENVER SPRINGS,ENGLEWOOD,CO,80112,52.0,59.0,100.0,82.0,92.0,38.0,73.0,53.4,36.2,65.1,24.9,0.09,0.08,80112,Englewood,CO,ARAPAHOE,"",39.581238,-104.862194
222,ST FRANCIS HOSPITAL & MEDICAL CENTER,HARTFORD,CT,6105,48.0,83.0,48.0,73.0,48.0,47.0,51.0,41.8,21.8,70.7,22.7,1.44,0.85,6105,Hartford,CT,HARTFORD,"",41.774499,-72.699537
